30.028,30.055,30.082,30.109,30.136,30.163,30.19,30.217,30.244,30.271,30.298,30.325,30.352,30.379,30.406,30.433,30.46,30.487,30.514,30.541,30.568,30.595,30.622,30.649,30.676,30.703,30.73,30.757,30.784,30.811,30.838,30.865,30.892,30.919,30.946,30.973,31,31.028,31.055,31.082,31.109,31.136,31.163,31.19,31.217,31.244,31.271,31.298,31.325,31.353,31.38,31.407,31.434,31.461,31.488,31.515,31.542,31.569,31.597,31.624,31.651,31.678,31.705,31.732,31.759,31.787,31.814,31.841,31.868,31.895,31.922,31.95,31.977,32.004,32.031,32.058,32.085,32.113,32.14,32.167,32.194,32.221,32.249,32.276,32.303,32.33,32.357,32.385,32.412,32.439,32.466,32.493,32.521,32.548,32.575,32.602,32.63,32.657,32.684,32.711,32.739,32.766,32.793,32.82,32.847,32.875,32.902,32.929,32.957,32.984,33.011,33.038,33.066,33.093,33.12,33.147,33.175,33.202,33.229,33.257,33.284,33.311,33.339,33.366,33.393,33.42,33.448,33.475,33.502,33.53,33.557,33.584,33.612,33.639,33.666,33.694,33.721,33.748,33.776,33.803,33.83,33.858,33.885,33.912,33.94,33.967,33.995,34.022,34.049,34.077,34.104,34.131,34.159,34.186,34.214,34.241,34.268,34.296,34.323,34.35,34.378,34.405,34.433,34.46,34.487,34.515,34.542,34.57,34.597,34.625,34.652,34.679,34.707,34.734,34.762,34.789,34.816,34.844,34.871,34.899,34.926,34.954,34.981,35.009,35.036,35.063,35.091,35.118,35.146,35.173,35.201,35.228,35.256,35.283,35.311,35.338,35.366,35.393,35.421,35.448,35.476,35.503,35.531,35.558,35.585,35.613,35.64,35.668,35.695,35.723,35.751,35.778,35.806,35.833,35.861,35.888,35.916,35.943,35.971,35.998,36.026,36.053,36.081,36.108,36.136,36.163,36.191,36.218,36.246,36.274,36.301,36.329,36.356,36.384,36.411,36.439,36.466,36.494,36.522,36.549,36.577,36.604,36.632,36.659,36.687,36.715,36.742,36.77,36.797,36.825
30.029,30.056,30.083,30.11,30.137,30.164,30.191,30.218,30.245,30.272,30.299,30.326,30.353,30.38,30.407,30.434,30.461,30.488,30.515,30.542,30.569,30.596,30.623,30.65,30.677,30.704,30.731,30.758,30.785,30.812,30.839,30.867,30.894,30.921,30.948,30.975,31.002,31.029,31.056,31.083,31.11,31.137,31.164,31.191,31.218,31.245,31.273,31.3,31.327,31.354,31.381,31.408,31.435,31.462,31.489,31.517,31.544,31.571,31.598,31.625,31.652,31.679,31.706,31.734,31.761,31.788,31.815,31.842,31.869,31.897,31.924,31.951,31.978,32.005,32.032,32.06,32.087,32.114,32.141,32.168,32.195,32.223,32.25,32.277,32.304,32.331,32.359,32.386,32.413,32.44,32.468,32.495,32.522,32.549,32.576,32.604,32.631,32.658,32.685,32.713,32.74,32.767,32.794,32.822,32.849,32.876,32.903,32.931,32.958,32.985,33.012,33.04,33.067,33.094,33.122,33.149,33.176,33.203,33.231,33.258,33.285,33.313,33.34,33.367,33.395,33.422,33.449,33.476,33.504,33.531,33.558,33.586,33.613,33.64,33.668,33.695,33.722,33.75,33.777,33.804,33.832,33.859,33.886,33.914,33.941,33.969,33.996,34.023,34.051,34.078,34.105,34.133,34.16,34.188,34.215,34.242,34.27,34.297,34.324,34.352,34.379,34.407,34.434,34.461,34.489,34.516,34.544,34.571,34.599,34.626,34.653,34.681,34.708,34.736,34.763,34.79,34.818,34.845,34.873,34.9,34.928,34.955,34.983,35.01,35.037,35.065,35.092,35.12,35.147,35.175,35.202,35.23,35.257,35.285,35.312,35.34,35.367,35.395,35.422,35.449,35.477,35.504,35.532,35.559,35.587,35.614,35.642,35.669,35.697,35.724,35.752,35.779,35.807,35.834,35.862,35.89,35.917,35.945,35.972,36,36.027,36.055,36.082,36.11,36.137,36.165,36.192,36.22,36.247,36.275,36.303,36.33,36.358,36.385,36.413,36.44,36.468,36.495,36.523,36.551,36.578,36.606,36.633,36.661,36.688,36.716,36.744,36.771,36.799,36.826
30.031,30.058,30.085,30.112,30.139,30.166,30.192,30.219,30.246,30.273,30.3,30.327,30.354,30.381,30.408,30.435,30.462,30.489,30.516,30.543,30.57,30.597,30.624,30.651,30.679,30.706,30.733,30.76,30.787,30.814,30.841,30.868,30.895,30.922,30.949,30.976,31.003,31.03,31.057,31.084,31.111,31.138,31.166,31.193,31.22,31.247,31.274,31.301,31.328,31.355,31.382,31.409,31.437,31.464,31.491,31.518,31.545,31.572,31.599,31.626,31.654,31.681,31.708,31.735,31.762,31.789,31.816,31.844,31.871,31.898,31.925,31.952,31.979,32.007,32.034,32.061,32.088,32.115,32.142,32.17,32.197,32.224,32.251,32.278,32.306,32.333,32.36,32.387,32.414,32.442,32.469,32.496,32.523,32.551,32.578,32.605,32.632,32.66,32.687,32.714,32.741,32.768,32.796,32.823,32.85,32.877,32.905,32.932,32.959,32.987,33.014,33.041,33.068,33.096,33.123,33.15,33.178,33.205,33.232,33.259,33.287,33.314,33.341,33.369,33.396,33.423,33.451,33.478,33.505,33.532,33.56,33.587,33.614,33.642,33.669,33.696,33.724,33.751,33.778,33.806,33.833,33.861,33.888,33.915,33.943,33.97,33.997,34.025,34.052,34.079,34.107,34.134,34.162,34.189,34.216,34.244,34.271,34.298,34.326,34.353,34.381,34.408,34.435,34.463,34.49,34.518,34.545,34.572,34.6,34.627,34.655,34.682,34.71,34.737,34.764,34.792,34.819,34.847,34.874,34.902,34.929,34.957,34.984,35.011,35.039,35.066,35.094,35.121,35.149,35.176,35.204,35.231,35.259,35.286,35.314,35.341,35.368,35.396,35.423,35.451,35.478,35.506,35.533,35.561,35.588,35.616,35.643,35.671,35.698,35.726,35.753,35.781,35.808,35.836,35.863,35.891,35.918,35.946,35.974,36.001,36.029,36.056,36.084,36.111,36.139,36.166,36.194,36.221,36.249,36.276,36.304,36.332,36.359,36.387,36.414,36.442,36.469,36.497,36.524,36.552,36.58,36.607,36.635,36.662,36.69,36.717,36.745,36.773,36.8,36.828
30.032,30.059,30.086,30.113,30.14,30.167,30.194,30.221,30.248,30.275,30.302,30.329,30.356,30.383,30.41,30.437,30.464,30.491,30.518,30.545,30.572,30.599,30.626,30.653,30.68,30.707,30.734,30.761,30.788,30.815,30.842,30.869,30.896,30.923,30.95,30.977,31.004,31.031,31.059,31.086,31.113,31.14,31.167,31.194,31.221,31.248,31.275,31.302,31.329,31.357,31.384,31.411,31.438,31.465,31.492,31.519,31.546,31.573,31.601,31.628,31.655,31.682,31.709,31.736,31.763,31.791,31.818,31.845,31.872,31.899,31.926,31.954,31.981,32.008,32.035,32.062,32.089,32.117,32.144,32.171,32.198,32.225,32.253,32.28,32.307,32.334,32.361,32.389,32.416,32.443,32.47,32.497,32.525,32.552,32.579,32.606,32.634,32.661,32.688,32.715,32.743,32.77,32.797,32.824,32.852,32.879,32.906,32.933,32.961,32.988,33.015,33.042,33.07,33.097,33.124,33.152,33.179,33.206,33.233,33.261,33.288,33.315,33.343,33.37,33.397,33.425,33.452,33.479,33.507,33.534,33.561,33.589,33.616,33.643,33.671,33.698,33.725,33.753,33.78,33.807,33.835,33.862,33.889,33.917,33.944,33.971,33.999,34.026,34.053,34.081,34.108,34.136,34.163,34.19,34.218,34.245,34.272,34.3,34.327,34.355,34.382,34.409,34.437,34.464,34.492,34.519,34.546,34.574,34.601,34.629,34.656,34.684,34.711,34.738,34.766,34.793,34.821,34.848,34.876,34.903,34.93,34.958,34.985,35.013,35.04,35.068,35.095,35.123,35.15,35.178,35.205,35.233,35.26,35.287,35.315,35.342,35.37,35.397,35.425,35.452,35.48,35.507,35.535,35.562,35.59,35.617,35.645,35.672,35.7,35.727,35.755,35.782,35.81,35.837,35.865,35.892,35.92,35.947,35.975,36.002,36.03,36.058,36.085,36.113,36.14,36.168,36.195,36.223,36.25,36.278,36.305,36.333,36.361,36.388,36.416,36.443,36.471,36.498,36.526,36.553,36.581,36.609,36.636,36.664,36.691,36.719,36.747,36.774,36.802,36.829
30.033,30.06,30.087,30.114,30.141,30.168,30.195,30.222,30.249,30.276,30.303,30.33,30.357,30.384,30.411,30.438,30.465,30.492,30.519,30.546,30.573,30.6,30.627,30.654,30.681,30.708,30.735,30.762,30.789,30.816,30.843,30.87,30.897,30.925,30.952,30.979,31.006,31.033,31.06,31.087,31.114,31.141,31.168,31.195,31.222,31.249,31.277,31.304,31.331,31.358,31.385,31.412,31.439,31.466,31.493,31.521,31.548,31.575,31.602,31.629,31.656,31.683,31.71,31.738,31.765,31.792,31.819,31.846,31.873,31.901,31.928,31.955,31.982,32.009,32.036,32.064,32.091,32.118,32.145,32.172,32.2,32.227,32.254,32.281,32.308,32.336,32.363,32.39,32.417,32.444,32.472,32.499,32.526,32.553,32.58,32.608,32.635,32.662,32.689,32.717,32.744,32.771,32.798,32.826,32.853,32.88,32.907,32.935,32.962,32.989,33.017,33.044,33.071,33.098,33.126,33.153,33.18,33.208,33.235,33.262,33.289,33.317,33.344,33.371,33.399,33.426,33.453,33.481,33.508,33.535,33.563,33.59,33.617,33.645,33.672,33.699,33.727,33.754,33.781,33.809,33.836,33.863,33.891,33.918,33.945,33.973,34,34.027,34.055,34.082,34.11,34.137,34.164,34.192,34.219,34.246,34.274,34.301,34.329,34.356,34.383,34.411,34.438,34.466,34.493,34.52,34.548,34.575,34.603,34.63,34.658,34.685,34.712,34.74,34.767,34.795,34.822,34.85,34.877,34.904,34.932,34.959,34.987,35.014,35.042,35.069,35.097,35.124,35.152,35.179,35.206,35.234,35.261,35.289,35.316,35.344,35.371,35.399,35.426,35.454,35.481,35.509,35.536,35.564,35.591,35.619,35.646,35.674,35.701,35.729,35.756,35.784,35.811,35.839,35.866,35.894,35.921,35.949,35.976,36.004,36.031,36.059,36.087,36.114,36.142,36.169,36.197,36.224,36.252,36.279,36.307,36.334,36.362,36.39,36.417,36.445,36.472,36.5,36.527,36.555,36.582,36.61,36.638,36.665,36.693,36.72,36.748,36.776,36.803,36.831
30.034,30.061,30.088,30.115,30.142,30.169,30.196,30.223,30.25,30.277,30.304,30.331,30.358,30.385,30.412,30.439,30.466,30.493,30.52,30.547,30.574,30.601,30.628,30.655,30.682,30.709,30.736,30.763,30.791,30.818,30.845,30.872,30.899,30.926,30.953,30.98,31.007,31.034,31.061,31.088,31.115,31.142,31.169,31.197,31.224,31.251,31.278,31.305,31.332,31.359,31.386,31.413,31.44,31.468,31.495,31.522,31.549,31.576,31.603,31.63,31.657,31.685,31.712,31.739,31.766,31.793,31.82,31.848,31.875,31.902,31.929,31.956,31.983,32.011,32.038,32.065,32.092,32.119,32.146,32.174,32.201,32.228,32.255,32.282,32.31,32.337,32.364,32.391,32.418,32.446,32.473,32.5,32.527,32.555,32.582,32.609,32.636,32.664,32.691,32.718,32.745,32.772,32.8,32.827,32.854,32.882,32.909,32.936,32.963,32.991,33.018,33.045,33.072,33.1,33.127,33.154,33.182,33.209,33.236,33.263,33.291,33.318,33.345,33.373,33.4,33.427,33.455,33.482,33.509,33.537,33.564,33.591,33.619,33.646,33.673,33.701,33.728,33.755,33.783,33.81,33.837,33.865,33.892,33.919,33.947,33.974,34.001,34.029,34.056,34.084,34.111,34.138,34.166,34.193,34.22,34.248,34.275,34.303,34.33,34.357,34.385,34.412,34.44,34.467,34.494,34.522,34.549,34.577,34.604,34.631,34.659,34.686,34.714,34.741,34.769,34.796,34.823,34.851,34.878,34.906,34.933,34.961,34.988,35.016,35.043,35.071,35.098,35.125,35.153,35.18,35.208,35.235,35.263,35.29,35.318,35.345,35.373,35.4,35.428,35.455,35.483,35.51,35.538,35.565,35.593,35.62,35.648,35.675,35.703,35.73,35.758,35.785,35.813,35.84,35.868,35.895,35.923,35.95,35.978,36.005,36.033,36.06,36.088,36.115,36.143,36.171,36.198,36.226,36.253,36.281,36.308,36.336,36.363,36.391,36.418,36.446,36.474,36.501,36.529,36.556,36.584,36.611,36.639,36.667,36.694,36.722,36.749,36.777,36.805,36.832
30.036,30.063,30.09,30.117,30.144,30.171,30.198,30.225,30.252,30.279,30.305,30.332,30.359,30.386,30.413,30.44,30.467,30.494,30.522,30.549,30.576,30.603,30.63,30.657,30.684,30.711,30.738,30.765,30.792,30.819,30.846,30.873,30.9,30.927,30.954,30.981,31.008,31.035,31.062,31.09,31.117,31.144,31.171,31.198,31.225,31.252,31.279,31.306,31.333,31.36,31.388,31.415,31.442,31.469,31.496,31.523,31.55,31.577,31.605,31.632,31.659,31.686,31.713,31.74,31.767,31.794,31.822,31.849,31.876,31.903,31.93,31.957,31.985,32.012,32.039,32.066,32.093,32.121,32.148,32.175,32.202,32.229,32.257,32.284,32.311,32.338,32.365,32.393,32.42,32.447,32.474,32.501,32.529,32.556,32.583,32.61,32.638,32.665,32.692,32.719,32.747,32.774,32.801,32.828,32.856,32.883,32.91,32.937,32.965,32.992,33.019,33.046,33.074,33.101,33.128,33.156,33.183,33.21,33.237,33.265,33.292,33.319,33.347,33.374,33.401,33.429,33.456,33.483,33.511,33.538,33.565,33.593,33.62,33.647,33.675,33.702,33.729,33.757,33.784,33.811,33.839,33.866,33.893,33.921,33.948,33.975,34.003,34.03,34.058,34.085,34.112,34.14,34.167,34.194,34.222,34.249,34.277,34.304,34.331,34.359,34.386,34.414,34.441,34.468,34.496,34.523,34.551,34.578,34.605,34.633,34.66,34.688,34.715,34.743,34.77,34.797,34.825,34.852,34.88,34.907,34.935,34.962,34.99,35.017,35.044,35.072,35.099,35.127,35.154,35.182,35.209,35.237,35.264,35.292,35.319,35.347,35.374,35.402,35.429,35.457,35.484,35.512,35.539,35.566,35.594,35.621,35.649,35.676,35.704,35.732,35.759,35.787,35.814,35.842,35.869,35.897,35.924,35.952,35.979,36.007,36.034,36.062,36.089,36.117,36.144,36.172,36.199,36.227,36.255,36.282,36.31,36.337,36.365,36.392,36.42,36.447,36.475,36.503,36.53,36.558,36.585,36.613,36.64,36.668,36.696,36.723,36.751,36.778,36.806,36.834
30.037,30.064,30.091,30.118,30.145,30.172,30.199,30.226,30.253,30.28,30.307,30.334,30.361,30.388,30.415,30.442,30.469,30.496,30.523,30.55,30.577,30.604,30.631,30.658,30.685,30.712,30.739,30.766,30.793,30.82,30.847,30.874,30.901,30.928,30.955,30.982,31.01,31.037,31.064,31.091,31.118,31.145,31.172,31.199,31.226,31.253,31.28,31.307,31.335,31.362,31.389,31.416,31.443,31.47,31.497,31.524,31.552,31.579,31.606,31.633,31.66,31.687,31.714,31.741,31.769,31.796,31.823,31.85,31.877,31.904,31.932,31.959,31.986,32.013,32.04,32.067,32.095,32.122,32.149,32.176,32.203,32.231,32.258,32.285,32.312,32.339,32.367,32.394,32.421,32.448,32.476,32.503,32.53,32.557,32.584,32.612,32.639,32.666,32.693,32.721,32.748,32.775,32.802,32.83,32.857,32.884,32.911,32.939,32.966,32.993,33.021,33.048,33.075,33.102,33.13,33.157,33.184,33.211,33.239,33.266,33.293,33.321,33.348,33.375,33.403,33.43,33.457,33.485,33.512,33.539,33.567,33.594,33.621,33.649,33.676,33.703,33.731,33.758,33.785,33.813,33.84,33.867,33.895,33.922,33.949,33.977,34.004,34.031,34.059,34.086,34.114,34.141,34.168,34.196,34.223,34.251,34.278,34.305,34.333,34.36,34.387,34.415,34.442,34.47,34.497,34.525,34.552,34.579,34.607,34.634,34.662,34.689,34.716,34.744,34.771,34.799,34.826,34.854,34.881,34.909,34.936,34.963,34.991,35.018,35.046,35.073,35.101,35.128,35.156,35.183,35.211,35.238,35.266,35.293,35.32,35.348,35.375,35.403,35.43,35.458,35.485,35.513,35.54,35.568,35.595,35.623,35.65,35.678,35.705,35.733,35.76,35.788,35.815,35.843,35.87,35.898,35.926,35.953,35.981,36.008,36.036,36.063,36.091,36.118,36.146,36.173,36.201,36.228,36.256,36.284,36.311,36.339,36.366,36.394,36.421,36.449,36.476,36.504,36.532,36.559,36.587,36.614,36.642,36.669,36.697,36.725,36.752,36.78,36.807,36.835
30.038,30.065,30.092,30.119,30.146,30.173,30.2,30.227,30.254,30.281,30.308,30.335,30.362,30.389,30.416,30.443,30.47,30.497,30.524,30.551,30.578,30.605,30.632,30.659,30.686,30.713,30.74,30.767,30.794,30.821,30.848,30.875,30.903,30.93,30.957,30.984,31.011,31.038,31.065,31.092,31.119,31.146,31.173,31.2,31.227,31.255,31.282,31.309,31.336,31.363,31.39,31.417,31.444,31.471,31.499,31.526,31.553,31.58,31.607,31.634,31.661,31.688,31.716,31.743,31.77,31.797,31.824,31.851,31.879,31.906,31.933,31.96,31.987,32.014,32.042,32.069,32.096,32.123,32.15,32.177,32.205,32.232,32.259,32.286,32.313,32.341,32.368,32.395,32.422,32.45,32.477,32.504,32.531,32.558,32.586,32.613,32.64,32.667,32.695,32.722,32.749,32.776,32.804,32.831,32.858,32.885,32.913,32.94,32.967,32.995,33.022,33.049,33.076,33.104,33.131,33.158,33.186,33.213,33.24,33.267,33.295,33.322,33.349,33.377,33.404,33.431,33.459,33.486,33.513,33.541,33.568,33.595,33.623,33.65,33.677,33.705,33.732,33.759,33.787,33.814,33.841,33.869,33.896,33.923,33.951,33.978,34.005,34.033,34.06,34.088,34.115,34.142,34.17,34.197,34.224,34.252,34.279,34.307,34.334,34.361,34.389,34.416,34.444,34.471,34.498,34.526,34.553,34.581,34.608,34.636,34.663,34.69,34.718,34.745,34.773,34.8,34.828,34.855,34.882,34.91,34.937,34.965,34.992,35.02,35.047,35.075,35.102,35.13,35.157,35.184,35.212,35.239,35.267,35.294,35.322,35.349,35.377,35.404,35.432,35.459,35.487,35.514,35.542,35.569,35.597,35.624,35.652,35.679,35.707,35.734,35.762,35.789,35.817,35.844,35.872,35.899,35.927,35.954,35.982,36.009,36.037,36.065,36.092,36.12,36.147,36.175,36.202,36.23,36.257,36.285,36.312,36.34,36.368,36.395,36.423,36.45,36.478,36.505,36.533,36.561,36.588,36.616,36.643,36.671,36.698,36.726,36.754,36.781,36.809,36.836
30.039,30.066,30.093,30.12,30.147,30.174,30.201,30.228,30.255,30.282,30.309,30.336,30.363,30.39,30.417,30.444,30.471,30.498,30.525,30.552,30.579,30.606,30.633,30.66,30.687,30.714,30.741,30.769,30.796,30.823,30.85,30.877,30.904,30.931,30.958,30.985,31.012,31.039,31.066,31.093,31.12,31.147,31.174,31.202,31.229,31.256,31.283,31.31,31.337,31.364,31.391,31.418,31.446,31.473,31.5,31.527,31.554,31.581,31.608,31.635,31.663,31.69,31.717,31.744,31.771,31.798,31.825,31.853,31.88,31.907,31.934,31.961,31.988,32.016,32.043,32.07,32.097,32.124,32.152,32.179,32.206,32.233,32.26,32.288,32.315,32.342,32.369,32.396,32.424,32.451,32.478,32.505,32.533,32.56,32.587,32.614,32.641,32.669,32.696,32.723,32.75,32.778,32.805,32.832,32.859,32.887,32.914,32.941,32.969,32.996,33.023,33.05,33.078,33.105,33.132,33.16,33.187,33.214,33.241,33.269,33.296,33.323,33.351,33.378,33.405,33.433,33.46,33.487,33.515,33.542,33.569,33.596,33.624,33.651,33.678,33.706,33.733,33.761,33.788,33.815,33.843,33.87,33.897,33.925,33.952,33.979,34.007,34.034,34.061,34.089,34.116,34.144,34.171,34.198,34.226,34.253,34.281,34.308,34.335,34.363,34.39,34.418,34.445,34.472,34.5,34.527,34.555,34.582,34.609,34.637,34.664,34.692,34.719,34.747,34.774,34.801,34.829,34.856,34.884,34.911,34.939,34.966,34.994,35.021,35.048,35.076,35.103,35.131,35.158,35.186,35.213,35.241,35.268,35.296,35.323,35.351,35.378,35.406,35.433,35.461,35.488,35.516,35.543,35.571,35.598,35.626,35.653,35.681,35.708,35.736,35.763,35.791,35.818,35.846,35.873,35.901,35.928,35.956,35.983,36.011,36.038,36.066,36.093,36.121,36.149,36.176,36.204,36.231,36.259,36.286,36.314,36.341,36.369,36.396,36.424,36.452,36.479,36.507,36.534,36.562,36.589,36.617,36.645,36.672,36.7,36.727,36.755,36.783,36.81,36.838
